DE_gene,logFC,AveExpr,t,P.Value
MSTRG.24704|DPYSL2,0.208720854,4.796927823,1.75420892,0.110519928
MSTRG.25725|ANXA2P2,0.841096782,1.048585057,3.398102304,0.006980644
MSTRG.23162|EZR,0.460775614,4.731271675,1.765417587,0.108541041
MSTRG.12538|RAB31,0.993060852,2.501007492,2.262635416,0.047646776
MSTRG.20087|EEF1A1P9,0.770337227,2.262886677,2.51888246,0.030860169
MSTRG.3466|LBX1,-0.39693361,3.298696857,-1.907471009,0.086132978
MSTRG.18411|CISH,1.467352612,1.457337623,2.933236983,0.015252692
ENSG00000165821,0.729736494,0.924193831,3.2582397,0.008816201
MSTRG.19129|MME,-0.247465712,5.382529235,-1.74154969,0.112794506
MSTRG.25740|UBAP1,-0.183406594,5.71622651,-1.743464871,0.112447672
MSTRG.24981|CSPP1,-0.291579871,3.376764699,-1.919940406,0.084386797
MSTRG.18969|PPP2R3A,-0.312880462,7.604521835,-1.803086179,0.102126152
MSTRG.13933|VASP,0.632945178,2.578340992,2.256409143,0.048149811
MSTRG.7875|PGF,0.714667932,2.256257979,2.407260222,0.037303531
MSTRG.4566|KDM2A,-0.20697287,6.02117219,-1.749655411,0.111333225
MSTRG.3768|IRF7,0.74411465,2.040428943,2.549365227,0.029300801
MSTRG.10145|AMFR,-0.360999061,5.969996003,-1.747045666,0.111801807
MSTRG.18427|DUSP7,-0.289673353,4.338563375,-1.765119271,0.108593286
MSTRG.22638|RP11-296E7.1,-0.333316989,2.542510389,-2.182497768,0.054528515
MSTRG.20453|CASP3,0.364475884,3.316890949,1.956220455,0.07949292
MSTRG.9120|PDE8A,0.274534807,3.889036601,1.832822637,0.097310526
MSTRG.7072|TBC1D4,-0.313821328,7.280130816,-1.789185722,0.1044517
MSTRG.2458|ACTA1,-0.325773651,14.85158281,-2.059312735,0.067005539
MSTRG.18850|ALDH1L1,-0.33976934,6.039702274,-1.745924842,0.112003604
ENSG00000197183,0.565379872,2.054488198,2.423252365,0.036304855
MSTRG.21596|TNIP1,-0.197462678,6.896021935,-1.770076201,0.107728142
MSTRG.4839|PICALM,0.16082006,5.966411946,1.741716853,0.112764194
MSTRG.4205|TSPAN18,0.651502231,3.180009082,1.896909643,0.087638305
MSTRG.5366|CD4,1.150704561,1.537378182,2.847408318,0.017645321
MSTRG.20491|CCDC127|CTD-2083E4.4,-0.210665347,4.317024477,-1.76920293,0.107880097
MSTRG.22119|PPP1R11,-0.182625178,4.580122141,-1.752846539,0.110762691
MSTRG.14639|SRSF7,-0.262301923,4.540435216,-1.757867833,0.109870351
MSTRG.25496|SHARPIN,-0.200977596,4.376073665,-1.767843558,0.108117026
MSTRG.15704|PDE1A,0.648572648,1.562585315,2.75772367,0.020552394
MSTRG.17058|IFNGR2,0.210901887,4.245625338,1.781960351,0.105679631
MSTRG.27466|MTM1,-0.26551473,3.481514345,-1.904780658,0.086514129
MSTRG.12465|MYL12B,0.236624044,6.448774346,1.747387299,0.111740364
MSTRG.25513|CYHR1,-0.224448447,4.646724463,-1.746642642,0.111874331
MSTRG.26740|RAB9A,-0.396898187,2.95806332,-2.066800306,0.066175085
MSTRG.3197|DUPD1,-0.28685676,4.026533236,-1.799659853,0.102694912
MSTRG.8980|UBE2Q2,0.302534546,4.568099744,1.746843652,0.111838154
MSTRG.17705|TOB2,-0.393497599,6.088766319,-1.745811798,0.112023976
ENSG00000117600,1.155755202,0.868078541,3.160053117,0.010396328
MSTRG.18454|GNL3|SNORD19|SNORD19B,0.168205339,4.949949241,1.736954379,0.113630686
MSTRG.23517|KBTBD2,0.217607433,5.70941034,1.733414889,0.11427859
MSTRG.13795|C19orf47,-0.187444919,5.511703857,-1.730656462,0.114785851
MSTRG.10128|FTO,-0.192120605,5.038996072,-1.730089293,0.114890405
MSTRG.15144|ACTR1B,-0.165457733,5.649355815,-1.730580343,0.114799878
MSTRG.13848|DEDD2,-0.375239055,2.610565338,-2.137472144,0.058805964
MSTRG.26876|GAPDHP1,-0.425660719,3.734591618,-1.837137633,0.096629428
MSTRG.26382|CIZ1,-0.195379431,5.290889823,-1.72720872,0.115422755
MSTRG.21588|MYOZ3,-0.295597326,7.508204978,-1.783753957,0.105373583
MSTRG.27470|HMGB3,0.543883637,1.902306606,2.542830581,0.029628363
MSTRG.1811|SMG5,-0.190795907,6.4392556,-1.743990484,0.112352655
MSTRG.23370|AHR,0.595864745,2.528217007,2.187046363,0.054113447
MSTRG.17260|MICAL3|XXbac-B461K10.4,-0.21324841,5.410418013,-1.725758128,0.115691683
MSTRG.7849|FAM161B|RP5-1021I20.5,-0.293862971,2.922496831,-2.032621164,0.070047277
MSTRG.2281|PFKFB2,-0.592500847,4.862366187,-1.739440351,0.11317763
MSTRG.25974|CTSL,0.298903741,4.802872785,1.734681236,0.1140464
MSTRG.18880|EEFSEC,-0.268049469,3.43933694,-1.900036888,0.087190035
MSTRG.13681|COX7A1,-0.236512643,8.555459483,-1.81788179,0.099703279
MSTRG.24230|RP11-274B21.1|RP11-274B21.13|RP11-274B21.14,-0.568024547,2.443306261,-2.231127013,0.050245863
MSTRG.4239|CKAP5,-0.162439469,5.903325162,-1.729366279,0.115023812
MSTRG.700|HEYL,0.482318328,2.94201083,2.068539048,0.065983647
MSTRG.4206|TP53I11,0.547597803,3.516730412,1.900018563,0.087192655
MSTRG.19729|UGDH,0.727203485,1.793392674,2.66673375,0.023995006
MSTRG.27264|PRPS1,-0.222740437,4.658520498,-1.735826459,0.113836788
NNMT,1.521894154,1.837659954,2.861380893,0.017231354
MSTRG.958|USP24,-0.306542313,6.95230208,-1.7580073,0.109845661
MSTRG.4295|UBE2L6,0.52001451,2.380321361,2.288884497,0.045581621
MSTRG.3258|ANXA11,-0.269554444,6.921307838,-1.755319319,0.110322426
MSTRG.8134|RP11-894P9.1,-0.602040221,1.591444283,-2.616319443,0.026145264
MSTRG.7371|DCAF11|FITM1|RP11-468E2.6,-0.21436678,7.524885262,-1.773663482,0.107105988
ENSG00000109089,0.814099313,1.449524812,2.892203754,0.016352567
MSTRG.11814|LRRC59,0.20216303,3.709799457,1.858149669,0.093375413
MSTRG.10174|ARL2BP,0.183081323,4.11007144,1.770819589,0.107598943
MSTRG.5730|SLC48A1,-0.345658231,4.027803108,-1.789457141,0.104405829
MSTRG.18083|NEK10,-0.456994352,3.150410058,-1.940134333,0.081629003
MSTRG.19259|USP13,-0.287679432,8.545922067,-1.810223861,0.100950619
MSTRG.21388|MYOT,-0.451969629,10.80035445,-1.881051115,0.089944782
ENSG00000182963,0.443376237,2.457316768,2.167142067,0.05595253
MSTRG.3157|MYOZ1,-0.246934607,11.23027015,-1.894122428,0.088039645
MSTRG.16599|MYL9,0.430712641,5.49679655,1.715786159,0.117555877
MSTRG.136|PLEKHG5|TNFRSF25,0.452920229,3.356411221,1.92808301,0.083264461
MSTRG.6399|UBE3B,-0.246834557,5.387674613,-1.716271039,0.117464604
MSTRG.12110|FAM20A,0.826233207,1.310085394,2.857481818,0.017345874
MSTRG.26423|DOLK,0.399267879,2.113251384,2.362109874,0.040270987
MSTRG.2844|ITGB1,0.170387379,7.119205313,1.752474818,0.110829012
MSTRG.23210|CCR6|FGFR1OP|RP11-517H2.6,-0.494073285,3.044143676,-1.98810023,0.075413999
MSTRG.4791|THRSP,0.799702546,1.505019751,2.650005925,0.024688135
MSTRG.11072|MIR6778|SHMT1,-0.277593718,4.064751608,-1.770829537,0.107597215
MSTRG.25051|ZFHX4,-0.371626984,3.204601261,-1.911049113,0.085628485
MSTRG.10887|FXR2,-0.18785437,6.233424181,-1.724714438,0.115885528
MSTRG.20805|PDE4D,-0.327328287,6.59344934,-1.731517881,0.114627221
MSTRG.768|TIE1,0.319866246,3.972998015,1.773679603,0.1071032
MSTRG.23885|AKAP9,-0.242326831,6.324284229,-1.726362715,0.115579528
NR4A2,1.590121989,0.686223974,3.522340895,0.005682082
MSTRG.649|STK40,-0.201343184,5.997633897,-1.717510135,0.117231653
MSTRG.11391|PEX12,-0.374250022,2.886715684,-2.030702392,0.070270915
MSTRG.16119|PTMA|U4,0.281667737,5.938212349,1.71344177,0.117998087
MSTRG.140|ZBTB48,-0.313468974,2.642077731,-2.144650901,0.058103012
MSTRG.1045|LEPR|LEPROT,0.416695061,5.055144689,1.711380749,0.118388093
MSTRG.26792|KLHL34,-0.397100233,4.844546875,-1.717867808,0.117164488
ENSG00000119778,-0.308090277,3.033782275,-1.977699684,0.076722534
MSTRG.19985|ARHGAP24,0.71154526,2.703718714,2.136721545,0.058879934
MSTRG.20293|EDNRA,0.533551423,2.129463666,2.245916188,0.049009246
MSTRG.8353|KATNBL1,-0.26868694,3.212309255,-1.916328814,0.084889119
MSTRG.19403|FAM43A,0.504731584,2.581292447,2.177355997,0.055001406
MSTRG.11651|FMNL1,0.722112182,2.317950514,2.324625419,0.042909271
MSTRG.7388|LTB4R|LTB4R2|NOP9,-0.354041404,5.209175612,-1.705751307,0.119459315
MSTRG.8025|RP11-131H24.4,-0.617883227,4.958322078,-1.712144158,0.118243497
MSTRG.3329|RPP30,-0.202700305,3.613768925,-1.829980872,0.097761504
MSTRG.13616|KCTD15,0.559476294,1.71583629,2.61911266,0.026021245
MSTRG.24260|AHCYL2,-0.613407223,4.803882881,-1.713962591,0.117899717
ENSG00000169894,-0.542256116,2.928947721,-1.969482504,0.077771472
MSTRG.9191|ZNF774,-0.564565089,3.087956945,-1.996649972,0.074354122
MSTRG.1731|ATP8B2,0.558597455,2.782373323,2.087343028,0.063946732
MSTRG.22898|HINT3,-0.263691114,6.768670696,-1.732008499,0.114536963
MSTRG.4483|CDC42EP2,0.592665683,2.204437765,2.358449424,0.040521465
MSTRG.2333|ESRRG,-0.805451403,2.742462924,-2.100934429,0.062511972
MSTRG.24946|CHD7,-0.364905129,3.82742195,-1.793267066,0.103763892
MSTRG.22256|HLA-DPB1,0.282291016,4.178960794,1.757543478,0.109927794
MSTRG.22036|TRIM38,0.486102104,3.55387421,1.898154836,0.087459557
MSTRG.12384|RFNG,-0.213602031,3.619918767,-1.821471977,0.099123409
MSTRG.10051|MYLK3,-0.65401319,4.559156581,-1.723491536,0.116113032
MSTRG.8730|ICE2,-0.245193502,3.989830713,-1.765333134,0.108555829
MSTRG.24495|PRKAG2,0.284693724,3.594277449,1.868745779,0.09177328
MSTRG.19498|MYL5,1.165160767,2.892633328,2.066860995,0.066168395
MSTRG.22315|PPARD,-0.207116974,4.342679944,-1.745095108,0.112153207
MSTRG.23829|RSBN1L,-0.203116146,3.406432247,-1.861820887,0.092817408
MSTRG.8030|DDX24,-0.207824394,5.807942999,-1.703436039,0.11990243
MSTRG.27526|FUNDC2,-0.240997682,6.797538491,-1.726740427,0.115509511
MSTRG.18159|OXSR1,-0.194590866,5.661418875,-1.700903536,0.120388826
MSTRG.6070|GNS,0.162755215,5.354358896,1.698044963,0.120939994
MSTRG.22920|AKAP7,-0.31509588,3.561375737,-1.796245721,0.103264545
MSTRG.27235|NGFRAP1,0.833547487,2.173849127,2.304874472,0.044366576
MSTRG.3809|TNNI2,-0.203929087,11.59506413,-1.880456547,0.090032346
MSTRG.14057|TEAD2,0.388430321,2.699707329,2.062080406,0.066697425
MSTRG.14686|PPM1B,-0.309371165,6.455135582,-1.71609944,0.117496898
MSTRG.20253|SCOC,-0.275740525,4.609450257,-1.711262859,0.118410437
MSTRG.5826|LETMD1,0.195949383,3.890946167,1.791686125,0.104029824
MSTRG.27559|PRKY|RNU6-941P,0.416853039,2.078425804,2.37295793,0.039537548
MSTRG.23218|THBS2,1.432114383,2.171804627,2.388758741,0.038492629
MSTRG.16434|RALGAPA2,-0.21709756,5.852288237,-1.698138792,0.120921866
MSTRG.18011|RFTN1,0.262037417,4.678628677,1.706394102,0.119336556
MSTRG.21523|SH3RF2,-0.489805948,5.106980981,-1.695668756,0.121399893
MSTRG.5523|MGST1,0.87798997,1.330581297,2.853557112,0.017461925
ENSG00000175104,-0.290668887,2.72290713,-2.038451657,0.069371852
MSTRG.964|PRKAA2,-0.42296176,6.839963605,-1.72446671,0.115931581
MSTRG.26698|SLC25A6,0.225701107,5.53782475,1.692827245,0.121951925
MSTRG.20605|AC106802.1|DROSHA,-0.17839487,4.575772325,-1.708352505,0.118963248
MSTRG.18125|UBP1,0.201221451,4.969821312,1.692948704,0.121928283
MSTRG.26537|EGFL7,0.319588172,4.641903142,1.705072708,0.119589037
MSTRG.20360|FNIP2,-0.497614489,4.649369699,-1.733728041,0.114221132
MSTRG.14045|KCNA7,-0.279757718,5.623812668,-1.692909638,0.121935887
MSTRG.4378|EML3,0.35548008,3.036780144,1.967061153,0.078083129
MSTRG.9032|TMED3,1.044265266,1.126625873,3.092696109,0.011645927
MSTRG.12395|RP13-516M14.1,0.613816524,1.188181501,3.007495458,0.013449497
MSTRG.14509|MPV17,0.242494041,3.406868241,1.893236136,0.088167623
MSTRG.14875|ANTXR1,0.447006398,4.643213893,1.711233163,0.118416065
MSTRG.13921|CKM,-0.354999005,14.44613221,-1.964763163,0.078379995
MSTRG.3404|RRP12,-0.37007486,4.850686329,-1.704539562,0.119691044
MSTRG.17094|CBR1,0.553582049,3.826649677,1.794314477,0.103588049
MSTRG.3849|OSBPL5,0.489764522,2.77343465,2.054747755,0.067516701
MSTRG.18736|BOC,0.514409246,3.201344079,1.897619615,0.087536346
MSTRG.7686|SIX1,-0.237589475,5.901700445,-1.692067257,0.122099956
MSTRG.22083|GABBR1|UBD,0.348849038,3.696113581,1.800649745,0.102530294
MSTRG.11357|RP11-17M24.1,-0.611145158,2.937716444,-1.854652328,0.093909884
MSTRG.397|LUZP1|RP1-184J9.2,0.400985832,3.19099302,1.912969248,0.085358897
MSTRG.12802|CCDC68,-0.949782806,1.370135507,-2.66903739,0.02390109
MSTRG.12820|ATP8B1,0.74061763,2.218302199,2.181695721,0.054602021
MSTRG.24397|CASP2,0.427530297,2.62279447,2.054133584,0.067585755
MSTRG.23682|TPST1,0.855099173,1.512876585,2.59149526,0.027273679
MSTRG.21742|ARL10,-0.23783574,3.7720062,-1.772006137,0.107393017
MSTRG.7939|GTF2A1,-0.186908722,4.214049471,-1.721005489,0.116576781
MSTRG.15674|RP11-65L3.4|TTN-AS1,-0.462960276,6.205400947,-1.695705463,0.121392776
MSTRG.12409|FOXK2,-0.182558641,5.270210071,-1.683140785,0.123850852
MSTRG.9440|TSC2,-0.217229029,5.544333074,-1.68395827,0.123689567
MSTRG.73|VWA1,0.695345197,2.533245849,2.185537216,0.054250821
MSTRG.14698|EPAS1,0.420791967,6.853503525,1.71290335,0.118099859
MSTRG.10166|NLRC5,0.406644679,2.962313927,1.945802409,0.080870261
MSTRG.12360|PPP1R27,-0.321607337,7.577628603,-1.720431096,0.116684168
MSTRG.18571|SUCLG2,-0.250238101,6.800037708,-1.709626366,0.118720995
MSTRG.17587|FOXRED2,-0.321712768,2.672436064,-2.054436167,0.067551726
MSTRG.13428|TMEM38A,-0.272987846,7.474257391,-1.730906009,0.114739877
MSTRG.21137|FBXL17,-0.292047297,5.837228312,-1.687833834,0.122927519
MSTRG.3908|DCHS1,0.442452713,4.219659378,1.726939954,0.115472539
MSTRG.25350|C8orf76|ZHX1|ZHX1-C8orf76,0.20070644,4.242123479,1.7142799,0.117839822
MSTRG.5933|TMEM198B,0.515634507,2.650512406,2.070372026,0.065782404
MSTRG.23439|HOXA7,-0.89643963,2.65446494,-2.085622286,0.064130607
ENSG00000151789,0.741798501,1.576983733,2.602092838,0.026786134
MSTRG.24694|NKX3-1,-0.566519819,1.707625422,-2.446843998,0.034879477
MSTRG.7613|CNIH1,0.215659677,4.209990832,1.729905572,0.114924291
MSTRG.7755|PLEKHH1,1.003300398,1.105895691,3.11412156,0.011232586
MSTRG.16804|VAPB,-0.434499171,6.15656704,-1.689886315,0.122525662
MSTRG.15038|TMEM150A,-0.212910115,4.164958529,-1.716633045,0.117396503
MSTRG.1376|FAM212B,0.367775904,3.182678615,1.890160134,0.088613138
MSTRG.14013|EMP3,0.686993262,2.244520871,2.344438757,0.041494356
MSTRG.16563|EDEM2,0.590728371,1.385179243,2.682471749,0.023360679
MSTRG.11990|METTL2A,-0.258724185,3.038416201,-1.944203781,0.081083585
MSTRG.5272|RAD52|RP11-359B12.2,-0.212639496,3.714556416,-1.778225736,0.106319498
ENSG00000114541,0.701947733,1.728121843,2.511430183,0.031253747
MSTRG.10235|DYNC1LI2,-0.178151953,5.925558175,-1.683653854,0.123749604
MSTRG.5167|ROBO3,0.74266432,1.212259162,2.919202959,0.01562016
MSTRG.9574|UBN1,-0.208144909,4.679595975,-1.685783332,0.123330177
MSTRG.3379|SORBS1,-0.329062661,8.252665263,-1.750869164,0.111115905
MSTRG.18943|DNAJC13,-0.197655462,4.99133291,-1.678460024,0.124777999
MSTRG.4944|PDGFD,0.887630098,2.175666723,2.310679035,0.043933355
MSTRG.26781|SH3KBP1,0.329915856,3.785373314,1.776766346,0.106570506
MSTRG.18347|P4HTM|WDR6,-0.399947169,5.466946497,-1.676210397,0.125225821
MSTRG.2298|TRAF5,0.558934042,2.687640342,2.064940076,0.066380486
MSTRG.26381|C9orf16,0.394736073,2.769805633,2.050179941,0.068031891
ENSG00000162738,0.860761466,0.495072925,3.255967973,0.008849817
MSTRG.11572|RAMP2,0.294656292,3.31421087,1.843447673,0.09564136
MSTRG.26164|RALGAPA1P,-0.454273608,1.91628256,-2.32744259,0.042705253
MSTRG.20382|KLHL2,0.546468976,1.684502709,2.546550645,0.029441444
MSTRG.6209|AC123512.1|AC123512.2|AC123512.3|BTG1|LINC01619,0.404122896,3.814125111,1.767877476,0.108111109
MSTRG.23030|UTRN,0.228076274,5.428934963,1.67355439,0.125756404
MSTRG.12240|ST6GALNAC2,-0.794721033,4.266547478,-1.713354171,0.118014639
MSTRG.20209|FAT4,0.292515039,3.25951835,1.846250954,0.095205411
MSTRG.25774|RUSC2,-0.242297929,5.670636106,-1.674023499,0.125662545
MSTRG.19682|SOD3,1.001655934,1.892022116,2.381860982,0.038945408
MSTRG.16332|MCM8,-0.389431509,3.125831086,-1.876115347,0.090674099
MSTRG.176|ENO1,0.209978111,6.084311616,1.677663905,0.124936313
MSTRG.7514|CTAGE5|MIA2|RP11-407N17.3,-0.296738281,5.396887409,-1.671950741,0.126077741
MSTRG.12025|DDX42,0.195679785,5.254809036,1.669204459,0.126629756
ENSG00000158258,0.555213011,2.771803609,2.049960454,0.06805674
MSTRG.165|ERRFI1,0.466627846,3.911731685,1.818581781,0.099589974
MSTRG.21971|GMPR,-0.224780862,6.790984476,-1.696166039,0.121303516
MSTRG.11154|TMEM11,0.21429939,5.564213814,1.67020599,0.126428192
MSTRG.5316|TSPAN9,0.301100257,4.26173561,1.714006097,0.117891503
MSTRG.9438|SLC9A3R2,-0.290442544,4.995307275,-1.67178467,0.12611106
MSTRG.18127|CLASP2,-0.237923237,6.048087808,-1.677237379,0.125021206
MSTRG.16319|RASSF2,0.655696498,2.332042209,2.233987225,0.050004368
ENSG00000136193,0.668785854,2.106474989,2.278905966,0.04635622
MSTRG.2747|PLXDC2,0.313215636,4.397092597,1.692291133,0.122056332
MSTRG.2620|PFKP|PITRM1-AS1|RP11-298E9.7,0.742585258,3.111199224,1.996311108,0.07439586
MSTRG.22532|DST,-0.235026778,8.196137306,-1.739170567,0.113226717
MSTRG.25229|ANKRD46|GAPDHP62,-0.346633955,4.877505676,-1.672323415,0.126002999
ENSG00000144354,-1.07180762,0.912617337,-2.940607511,0.015063229
MSTRG.3010|MRLN,0.280723721,4.507819115,1.696442376,0.121249991
MSTRG.8960|MAN2C1,-0.155653339,5.355894054,-1.667173422,0.127039402
MSTRG.4602|PPP6R3,-0.338442044,5.446126873,-1.668479967,0.126775744
MSTRG.19260|TTC14,-0.598682992,3.704878446,-1.77919993,0.106152244
MSTRG.18148|ITGA9,0.319850331,2.758536114,2.011974844,0.072489492
MSTRG.3239|ZMIZ1,0.250886054,5.170903897,1.667300917,0.127013653
ENSG00000151388,1.025473578,1.057266659,2.866414968,0.017084628
MSTRG.17472|GAS2L1,0.530915357,2.196945572,2.241415653,0.049382408
MSTRG.6824|MEDAG,0.735926657,2.945776946,2.018954241,0.071655026
MSTRG.1535|BCL9,0.281792632,3.32163654,1.845809754,0.095273901
MSTRG.5546|EEF1A1P4,0.789601415,2.464062188,2.216494965,0.051499049
ENSG00000101109,0.337310893,2.637329956,2.034283918,0.069854024
MSTRG.2357|C1orf115,0.218618259,3.126517251,1.856826576,0.093577278
ENSG00000169621,-0.613209628,1.067900646,-2.771433556,0.02007855
MSTRG.3381|ALDH18A1,0.602587183,2.23082044,2.246426099,0.04896714
MSTRG.226|MASP2,-0.438734638,1.874665434,-2.271454679,0.046942973
MSTRG.15121|TMEM127,0.240002172,4.470574079,1.690107265,0.122482473
ENSG00000149260,0.543788975,1.562606356,2.532991259,0.030128446
ENSG00000143797,0.983465158,1.082661024,2.777314144,0.01987869
MSTRG.23436|HOXA-AS2,0.77019344,0.58136,3.043762432,0.012649276
ENSG00000225830,-0.395107547,2.48012982,-2.068816321,0.065953168
MSTRG.19998|HSD17B11|HSD17B13|RP11-529H2.2,0.494195874,2.943293758,1.927904487,0.083288917
MSTRG.13610|CEBPA,0.734732467,2.218325725,2.287378105,0.045697745
ENSG00000197496,0.945630665,0.958521556,3.028916553,0.012970808
MSTRG.24994|SULF1,0.714924014,2.79180368,1.974564459,0.077121169
MSTRG.7375|MIR7703|PSME2,0.234502821,4.000401796,1.738960091,0.113265027
ENSG00000132205,0.986860628,1.396851916,2.768048408,0.020194516
MSTRG.2529|MTR,-0.207963992,5.303489941,-1.661086794,0.128274188
MSTRG.8102|HSP90AA1,-0.242303937,8.346129774,-1.733827003,0.11420298
MSTRG.22804|TRAF3IP2,0.547662686,1.974474859,2.342233972,0.041649521
MSTRG.23303|FSCN1,0.865126176,2.476057212,2.133785864,0.059170094
MSTRG.6421|SNORD50|VPS29,0.206842357,5.366923608,1.66002375,0.128490951
MSTRG.676|FHL3,-0.266005981,8.732807299,-1.748890964,0.111470296
MSTRG.17016|RWDD2B,-0.20403523,4.992601543,-1.660987776,0.128294365
MSTRG.23961|ZKSCAN1,0.440538002,4.566960914,1.6766902,0.125130188
MSTRG.18240|MIR564|TMEM42,-0.270139623,2.918463317,-1.939027711,0.081777915
MSTRG.19222|PHC3,-0.206356607,4.819063907,-1.663225217,0.127839144
ENSG00000182704,0.517890881,1.882429476,2.317810744,0.043406729
MSTRG.10494|PLCG2|RN7SKP176|RP11-960L18.1,0.640308875,1.962185025,2.279769139,0.046288713
MSTRG.8055|CCDC85C,-0.231880206,4.461818328,-1.678395011,0.124790921
MSTRG.24310|AKR1B1,-0.238796406,7.042698691,-1.688824238,0.122733459
MSTRG.24628|ZDHHC2,-0.272892307,4.437572789,-1.677370563,0.124994692
MSTRG.2103|LAMC1,0.266906733,7.092122833,1.689750181,0.122552279
MSTRG.12345|FAAP100,0.242715326,3.458334013,1.820487905,0.099282041
ENSG00000268043,0.272230411,2.972112492,1.896614156,0.087680772
ENSG00000142279,0.620330589,2.300809686,2.100803201,0.062525677
MSTRG.11431|TADA2A,-0.526502814,2.660563384,-1.991606108,0.074977676
MSTRG.13129|SLC25A23,-0.24351247,5.89917663,-1.662104345,0.128067011
MSTRG.22767|CD164,0.281526218,5.669117676,1.658662398,0.128769022
MSTRG.18917|TMCC1,-0.230594336,5.646609447,-1.657767329,0.128952144
MSTRG.10799|ENO3,-0.319367409,12.32814703,-1.846952119,0.095096658
MSTRG.4178|API5,-0.218986514,4.224710082,-1.692670006,0.121982539
MSTRG.11071|SMCR8,-0.252761227,4.08217013,-1.700569052,0.120453201
MSTRG.11507|RARA,0.393365422,3.941840655,1.736125066,0.113782191
MSTRG.19291|B3GNT5,-0.398288838,5.658957909,-1.659811647,0.12853424
MSTRG.11465|PIP4K2B,-0.218708872,7.036075306,-1.68775579,0.122942823
MSTRG.9071|WHAMM,-0.207872154,4.177120648,-1.699419464,0.120674689
MSTRG.27053|AL049564.1|AR,0.48952705,4.446867929,1.67156735,0.126154674
MSTRG.7886|TMED10,-0.194906197,6.325239789,-1.666597065,0.127155867
ENSG00000163637,0.381691391,2.269447981,2.090668,0.063592858
MSTRG.5199|TIRAP,-0.417750338,1.800358652,-2.270865931,0.04698964
MSTRG.13600|NUDT19|RGS9BP,-0.228719563,4.554940672,-1.665443787,0.127389199
MSTRG.11408|CH17-260O16.1,-0.310875973,2.798734643,-1.947937334,0.080586196
MSTRG.17716|C22orf46,-1.429451724,2.367586216,-2.124459406,0.060101037
MSTRG.4702|UCP2,0.334080823,5.443675234,1.651871917,0.130164143
MSTRG.8533|SPG11,-0.187700044,4.899380311,-1.654934525,0.12953325
MSTRG.25458|GPIHBP1,0.279217124,4.106967589,1.687737268,0.122946455
MSTRG.4512|MUS81,-0.166585423,4.051693217,-1.706168044,0.119379715
MSTRG.11836|NME1|NME1-NME2|NME2,0.186588701,6.586136399,1.668625008,0.126746506
MSTRG.12855|KDSR,0.343129011,3.093352627,1.890136908,0.08861651
MSTRG.15555|B3GALT1,-0.805643677,2.289895219,-2.141843123,0.058376987
MSTRG.13121|ALKBH7,-0.206827048,4.723410571,-1.659190998,0.128660985
MSTRG.21977|RBM24,-0.241732618,8.572702778,-1.729038116,0.11508441
MSTRG.2097|IER5,-0.261315605,4.516176485,-1.692638555,0.121988663
MSTRG.3005|LINC00844,1.063327406,1.954615223,2.32972885,0.04254038
MSTRG.12270|SYNGR2,-0.318679705,6.109843051,-1.659805461,0.128535502
MSTRG.14610|CEBPZOS,-0.312753093,5.116917647,-1.649939431,0.13056365
MSTRG.20057|EMCN,0.2562594,4.269143273,1.678522897,0.124765504
MSTRG.21760|PRELID1,0.348393862,3.102303793,1.916406384,0.084878301
MSTRG.18558|MAGI1|MAGI1-IT1,0.217611973,3.664319362,1.741416491,0.112818664
MSTRG.23733|POM121,-0.174176451,4.963843866,-1.650192515,0.130511267
MSTRG.10889|SAT2,-0.242139376,3.851300401,-1.738350411,0.113376063
MSTRG.3788|CD151,0.24742301,5.005213216,1.650405952,0.130467104
MSTRG.4615|ANO1,0.289328889,3.710649065,1.731671183,0.114599011
MSTRG.15211|EEF1A1P12,0.786615228,1.509648623,2.647909565,0.024776399
MSTRG.4613|ORAOV1,0.777276733,2.198961453,2.142601888,0.058302827
MSTRG.10524|CRISPLD2,0.225571134,4.174811011,1.704776049,0.119645787
MSTRG.24016|ZNHIT1,0.179079071,4.439772544,1.67131593,0.126205148
MSTRG.18361|CCDC71,-0.281133853,2.846722953,-1.933512815,0.082523829
MSTRG.23704|TMEM248,0.157368499,4.696972493,1.656458298,0.129220379
MSTRG.22717|BVES,-0.264006007,6.221041542,-1.656591497,0.129193062
MSTRG.1448|WDR3,0.213102344,3.836309883,1.734371954,0.114103068
MSTRG.19148|TIPARP,0.504569001,2.744666841,2.00245759,0.073642216
MSTRG.16576|ERGIC3,0.1751405,5.061669482,1.645620502,0.131460494
MSTRG.6988|EBPL,0.684438564,1.098765732,2.674388374,0.023684357
MSTRG.15368|UGGT1,-0.994824604,4.387292031,-1.677122082,0.125044162
MSTRG.311|CROCCP2,-0.210546689,4.05178328,-1.69459094,0.121609018
MSTRG.4137|LINC00294,0.512426895,1.444925478,2.509648758,0.031348564
MSTRG.4527|KLC2,-0.216547358,4.530568119,-1.66217327,0.128052988
MSTRG.25979|C9orf47|S1PR3,0.595822727,2.202333826,2.208445379,0.052201304
MSTRG.17437|TFIP11,-0.264099921,4.365560112,-1.665285665,0.12742122
ALG10B,1.59285606,0.99584802,2.646705309,0.024827245
MSTRG.27064|PDZD11,0.260589944,3.031700131,1.887235335,0.089038698
MSTRG.25648|SNAPC3,-0.215004118,4.337545713,-1.66631417,0.127213067
