DE_gene,logFC,AveExpr,t,P.Value
MSTRG.21434|CXXC5,-1.055775581,4.528248638,-5.004385742,0.000566062
MSTRG.24610|CTSB,0.656342263,6.647623682,4.804495685,0.000759007
MSTRG.15377|AC079586.1,-1.022497358,4.786626359,-4.624696883,0.000993015
MSTRG.26166|TMEM38B,-0.775196393,5.519546336,-4.377667679,0.001447343
SLC25A36,-1.669239973,4.479419633,-4.869521927,0.000689498
MSTRG.2558|COX20,0.739517839,4.523994427,4.462055807,0.001271325
MSTRG.13678|AD001527.4|TBCB,0.652242389,4.162513599,4.69006896,0.000900096
MSTRG.17968|GRIP2,-0.609589378,6.189190952,-4.110698844,0.002195586
MSTRG.4236|ATG13,-0.632884042,4.308521044,-4.229452087,0.001821897
MSTRG.10137|MMP2|RP11-212I21.3,1.091425436,5.748878944,3.945533598,0.002854957
MSTRG.12257|SEPT9,0.883441007,4.491219102,4.221359339,0.001845097
MSTRG.23616|IGFBP3,0.915357721,3.907803125,4.339129848,0.001536147
MSTRG.1838|IFI16,0.922999869,4.107424848,4.138361508,0.002101852
MSTRG.17814|TUBGCP6,-0.432011961,4.957156391,-3.586865542,0.005109231
MSTRG.18343|ARIH2,-0.551191363,6.792342469,-3.759865575,0.003851311
MSTRG.13008|AP3D1,-0.321203009,5.593712612,-3.521651478,0.005688551
MSTRG.22872|GJA1,0.865715345,3.777599473,4.244194021,0.001780423
MSTRG.25605|ERMP1,-0.869822777,3.315770571,-4.80007268,0.000763998
MSTRG.1305|PRPF38B,0.663760019,3.825447941,3.938547915,0.002887069
MSTRG.25091|FABP4,0.663694949,4.886138564,3.415925194,0.006776906
MSTRG.2651|ITIH5,0.556665695,5.492747621,3.338337903,0.00771127
MSTRG.4726|RNF169,-0.733686292,3.316170807,-4.926836544,0.00063385
MSTRG.454|CNKSR1,-0.444770117,5.70046338,-3.327678845,0.007849663
MSTRG.1772|FAM189B,-0.423846295,3.637147647,-4.096685069,0.002244743
MSTRG.5365|PTMS,0.89707945,4.27172665,3.692881693,0.004294948
MSTRG.4456|EHD1,0.465124777,4.37366483,3.49196664,0.005974465
MSTRG.17581|APOL2,0.475064141,3.783158696,3.900647789,0.003068024
MSTRG.15291|ACTR3,0.374202501,5.072336865,3.288420328,0.008381865
MSTRG.13510|SUGP2,-0.412610158,5.823960189,-3.286800533,0.008404607
MSTRG.21451|SLC35A4,-0.585597615,5.543943863,-3.270898436,0.008631271
MSTRG.24163|CAV1,0.904774668,6.333785668,3.34446364,0.007632878
MSTRG.10361|AARS,-0.317725263,5.6994196,-3.252134013,0.008906851
MSTRG.18392|SLC38A3,-0.590362309,5.047088486,-3.269603919,0.008649998
MSTRG.1684|S100A10,0.635610948,4.712895822,3.367852508,0.007341059
MSTRG.23319|FAM220A,-0.341796783,5.308016861,-3.221395486,0.009378006
MSTRG.26272|DAB2IP,-0.679126742,5.194580761,-3.221077175,0.009383017
MSTRG.67|CCNL2,0.395724623,5.760203,3.215490928,0.009471405
MSTRG.4294|SMTNL1,-0.794089872,7.370548734,-3.44057739,0.006505194
MSTRG.1057|GNG12,0.434733979,4.354726849,3.371833774,0.007292544
MSTRG.22810|LAMA4,0.720826391,5.016560607,3.209121327,0.009573233
MSTRG.6480|TPCN1,-0.872838512,4.735792593,-3.28669035,0.008406156
MSTRG.11116|ULK2,-0.401220539,4.361121713,-3.308077451,0.008110887
MSTRG.25489|OPLAH,-0.376808058,4.888369168,-3.199959153,0.00972168
MSTRG.6410|ANKRD13A,0.658055053,3.607739356,3.868259985,0.003232084
MSTRG.8081|MEG3|MEG3_2,0.679017619,5.24487562,3.183374312,0.009996432
MSTRG.7210|COL4A2,0.863714854,6.533741016,3.249062482,0.008952816
MSTRG.5352|RP5-940J5.9,-0.657353002,7.222826372,-3.343111186,0.007650115
MSTRG.13453|PLVAP,0.774850336,4.45007687,3.306994417,0.008125579
MSTRG.6262|NTN4,0.488722636,4.086108898,3.486774934,0.006025982
MSTRG.14541|FOSL2,0.608403927,4.909024803,3.20762751,0.009597276
COL3A1,1.79094558,7.708459835,3.342851175,0.007653433
MSTRG.20758|MOCS2,-0.476522424,5.12157191,-3.115437249,0.011207698
MSTRG.21605|SPARC,1.005308441,8.212653669,3.441483849,0.006495421
MSTRG.12450|YES1,0.367475537,3.999849543,3.417307361,0.006761366
MSTRG.6354|CKAP4,0.688686583,3.499308966,4.093380218,0.002256504
MSTRG.22319|TEAD3,-0.382304947,4.602843713,-3.138012717,0.010789343
MSTRG.13964|CALM3,-0.90120191,5.913635944,-3.083562501,0.011826833
MSTRG.15735|COL5A2,1.046155199,4.808481676,3.157495987,0.010441163
MSTRG.11579|PSME3,-0.526561419,4.302031535,-3.194431174,0.009812387
MSTRG.12368|MAFG|SIRT7,-0.953775907,4.551374673,-3.131006039,0.010917447
MSTRG.26323|GAPVD1,-0.567539269,4.346342272,-3.174635023,0.010144406
MSTRG.22515|ELOVL5,0.510381196,3.470920111,3.920432336,0.002972123
MSTRG.20850|MAST4,0.476178881,3.640594499,3.584483998,0.005129269
MSTRG.26588|PNPLA7,-0.331507622,4.392276847,-3.131295796,0.010912118
MSTRG.425|CLIC4,0.441454747,5.79462098,3.006100283,0.013481293
MSTRG.1985|SLC19A2,-0.966776592,5.629297869,-3.019047675,0.013189149
MSTRG.11510|IGFBP4,0.656048352,5.520614079,2.996971023,0.01369124
MSTRG.19638|LDB2,0.441666826,3.657195994,3.527412584,0.005634728
MSTRG.12137|SOX9-AS1,-0.486316635,3.676792097,-3.511513671,0.005784563
MSTRG.25754|CNTFR,-0.392072312,4.702657825,-3.021790902,0.013128084
MSTRG.1800|ARHGEF2,0.43095519,4.34342319,3.142557216,0.010707079
MSTRG.18726|CCDC80,1.12140955,5.032573112,3.067779122,0.012146246
MSTRG.27567|UTY,-0.341916471,4.229391381,-3.148035775,0.010608762
MSTRG.21215|DTWD2,-0.422512833,3.955629671,-3.24481734,0.009016745
MSTRG.3070|SRGN,0.630587891,3.278192191,4.077796179,0.002312842
MSTRG.5958|RNF41,-0.384039378,4.650837011,-2.981232849,0.014061024
MSTRG.27153|ITM2A,0.510591731,4.625978279,2.997693794,0.013674498
MSTRG.25606|KIAA2026,-0.682928995,4.333249071,-3.090754193,0.011684152
MSTRG.3007|FAM13C,0.723019182,3.512003242,3.662120467,0.004516253
MSTRG.15312|PTPN4,-0.395923205,4.327236972,-3.046897543,0.012582422
MSTRG.1694|S100A16,0.772215373,3.434692355,3.856877132,0.003291906
MSTRG.36|LINC01128,-0.531420325,6.094333549,-2.928341067,0.01537988
MSTRG.8010|LGMN,0.476747175,4.638430643,2.9957272,0.013720101
MSTRG.3331|ANKRD1,0.802116463,6.968738436,2.947542251,0.01488715
MSTRG.22334|BRPF3,-0.37525112,4.248279679,-3.015338426,0.013272178
MSTRG.14662|PKDCC,-0.607206613,5.764498947,-2.86818143,0.017033441
MSTRG.6657|FAM101A|RP11-214K3.24|RP11-214K3.25|ZNF664,-0.943377557,5.623659654,-2.872241906,0.01691637
MSTRG.13337|RAD23A,-0.365511388,7.331562816,-3.044350305,0.012636712
MSTRG.25751|FAM219A,-0.420856145,4.449538288,-2.948909242,0.014852689
MSTRG.15013|KCMF1,-0.326529914,6.135848705,-2.88893686,0.016443518
MSTRG.8117|TNFAIP2,0.672117868,4.087410207,3.192148936,0.009850089
MSTRG.11450|SOCS7,-1.453362833,4.098453197,-3.310511562,0.008077966
MSTRG.16038|SPEG,-0.427765516,8.184770739,-3.150679523,0.010561649
MSTRG.26509|COL5A1,1.250047283,4.890586888,2.962179098,0.014522342
MSTRG.6207|LUM,1.162872194,5.103372728,2.913029155,0.015784649
MSTRG.11588|BRCA1|RP11-242D8.1,-0.414200393,3.808674413,-3.184038161,0.009985283
MSTRG.18642|CLDND1|CPOX,-0.351969539,4.983686165,-2.838522078,0.017913812
MSTRG.24793|BRF2,-0.965560922,3.449319495,-3.51401453,0.005760723
MSTRG.13931|RTN2,-0.354047391,6.679574564,-2.919226008,0.015619549
MSTRG.23520|FKBP9,0.415570995,4.842296924,2.832815204,0.018088414
MSTRG.15012|TMSB10,0.602731919,5.953443837,2.815970477,0.018613868
MSTRG.8728|ANXA2,0.676515134,5.98503814,2.8117894,0.018746662
MSTRG.4221|CRY2,-0.394647013,6.680330061,-2.881970935,0.016639165
MSTRG.21142|MAN2A1,-0.564393474,3.536867545,-3.400301262,0.006955168
MSTRG.23325|ZNF853,-0.365982158,4.435726321,-2.866533059,0.017081201
MSTRG.25399|ASAP1,0.578635491,4.28011083,2.993038737,0.013782695
MSTRG.7862|MIR4709|NPC2,0.477183106,3.670337718,3.345729031,0.007616788
MSTRG.15277|SLC20A1,0.622434149,3.502344347,3.598448179,0.005012929
MSTRG.373|ECE1,0.418537166,4.861952208,2.803975243,0.018997414
MSTRG.10523|USP10,-0.411599332,5.079180663,-2.781773566,0.019728466
MSTRG.26946|TIMM17B,-0.301394242,4.561941367,-2.848229675,0.017620711
MSTRG.3237|POLR3A,-0.339690911,4.373149004,-2.871236668,0.016945277
MSTRG.21663|RNF145,0.398044135,3.746861522,3.167818772,0.010261377
MSTRG.22820|MARCKS,0.531457775,4.47434964,2.860054956,0.017270212
MSTRG.1290|S1PR1,0.434792794,4.226940716,2.909950316,0.015867334
MSTRG.22524|MLIP|RP11-411K7.1,-0.520848521,7.04378264,-2.898482897,0.016179184
MSTRG.16652|PLCG1|RPL23AP81,0.359943707,5.028235607,2.767351201,0.020218484
MSTRG.7463|CFL2,-0.545107844,8.249687243,-3.059646839,0.012314248
MSTRG.26419|C9orf114,-0.676324938,4.1884118,-2.987920958,0.013902654
MSTRG.26736|TMSB4X,0.584980446,6.722876865,2.837740645,0.017937619
MSTRG.16448|CD93,0.397385788,6.018155681,2.775666281,0.019934492
MSTRG.12151|GPRC5C,-0.594815997,4.352699963,-2.862725126,0.01719205
MSTRG.20695|TTC33,-0.361278256,4.1816753,-2.880316842,0.016685968
MSTRG.20692|C9|DAB2,0.618172227,4.579030496,2.854943484,0.017420842
MSTRG.19227|SKIL,-0.458004239,4.492165891,-2.812258778,0.018731707
MSTRG.8478|SNAP23,-0.667149059,4.342185764,-2.897999584,0.016192463
MSTRG.455|CEP85,-0.514928269,6.260461294,-2.784401256,0.019640483
MSTRG.5339|TNFRSF1A,0.390208388,4.920768124,2.740532208,0.021162499
MSTRG.27157|SH3BGRL,0.611740418,3.901285018,3.065699375,0.012188987
MSTRG.3722|INPP5A,-0.333391216,5.428758789,-2.725308853,0.021717939
MSTRG.25924|ANXA1,0.605208245,5.004550371,2.776637213,0.019901594
MSTRG.2165|CACNA1S,-0.352947186,8.826241533,-3.080597326,0.011886178
MSTRG.12014|ACE|ACE3P|CTD-2501B8.1,0.364461788,4.001296828,2.924276868,0.015486279
MSTRG.17557|LARGE,-0.297728106,5.323675671,-2.712343832,0.022202512
MSTRG.2052|KIAA0040,0.538135437,4.059194936,2.988658958,0.01388529
MSTRG.23796|HIP1,0.400172137,3.760208485,3.058476579,0.012338619
MSTRG.21578|CAMK2A,-0.360368111,6.911704905,-2.829108779,0.018202732
MSTRG.2150|CFH,0.675090086,4.842629683,2.795529755,0.019272231
MSTRG.15449|ZEB2,0.37878596,4.843796895,2.730503087,0.021526795
MSTRG.6631|SNRNP35,-0.273598242,4.290224443,-2.823824366,0.018366983
MSTRG.26557|LCNL1|PTGDS,0.614364208,4.538982844,2.769815509,0.020133896
MSTRG.13465|COLGALT1,0.571807445,4.18105413,2.903860853,0.016032167
MSTRG.5776|TUBA1B,0.476268458,5.039229202,2.703223851,0.022549861
MSTRG.26815|SAT1,0.421229802,4.55620104,2.779837711,0.019793538
MSTRG.20705|GHR,-1.001614942,5.175669317,-2.701409839,0.022619598
MSTRG.11405|CCL14|CCL15|CCL15-CCL14,1.231582431,3.057128035,3.838753446,0.00338956
MSTRG.18829|ITGB5,0.450425607,4.581026902,2.751279323,0.020778996
MSTRG.21586|SYNPO,-1.317137066,9.061340602,-3.055049249,0.012410277
MSTRG.17403|ADORA2A|SPECC1L|SPECC1L-ADORA2A,-0.463310302,4.129951827,-2.807938344,0.01886982
MSTRG.10865|EIF5A,0.41355716,6.750180018,2.744666897,0.02101412
MSTRG.17917|ATP2B2,-0.579186408,5.704896177,-2.685294391,0.0232487
MSTRG.4010|TEAD1,-0.572188221,7.133488346,-2.792302915,0.019378288
MSTRG.7208|COL4A1,0.925695305,6.982802028,2.759695238,0.020483565
MSTRG.13027|TLE2,-0.375562672,4.925235673,-2.664195269,0.024098923
MSTRG.26020|ECM2,0.902768571,3.556568089,3.256976226,0.008834881
MSTRG.19362|ST6GAL1,0.76821693,3.325400964,3.351589846,0.007542718
MSTRG.21353|C5orf24|DDX46,-0.350762642,5.856008332,-2.653298162,0.024550154
MSTRG.3989|MRVI1,0.359020865,3.698384212,2.994015158,0.013759928
MSTRG.16462|ENTPD6,-0.288944725,4.547617343,-2.701603116,0.022612157
MSTRG.1431|ATP1A1,0.399287071,5.530181227,2.631716499,0.025468894
MSTRG.16508|PLAGL2,-0.453558805,3.926837652,-2.858914765,0.017303698
MSTRG.1691|S100A6,0.711019132,5.326671776,2.633977808,0.02537104
MSTRG.16455|CST3,0.562383676,6.713230861,2.691843218,0.022990964
MSTRG.13617|LSM14A,-0.406182319,5.849945273,-2.635689073,0.025297238
MSTRG.2120|EDEM3,-0.350436242,4.58364198,-2.677366277,0.023564595
MSTRG.3567|MIR4680|PDCD4,0.750605138,3.034134715,3.634715013,0.004723431
MSTRG.26119|COL15A1,0.570280188,6.917304267,2.708371081,0.022353156
COL1A1,1.771376463,6.199785957,2.661240639,0.024220443
MSTRG.5218|ETS1,0.458576343,5.281307087,2.603975173,0.026700449
MSTRG.27297|PLS3,0.446558012,5.379359435,2.601924036,0.026793831
MSTRG.23911|COL1A2,1.201188684,7.236845063,2.708222017,0.022358828
MSTRG.11935|MIR21|VMP1,0.698935657,4.258928341,2.833577868,0.018064981
MSTRG.9454|MLST8,-0.273315283,4.336385175,-2.715877916,0.022069358
MSTRG.2909|CXCL12,0.338343677,6.258633088,2.643142149,0.0249783
MSTRG.17821|SBF1,-0.282823593,5.61735098,-2.602065343,0.026787387
MSTRG.27498|EMD,-0.514440763,4.779324838,-2.630419275,0.025525199
MSTRG.24759|GSR,0.615653415,4.08201242,2.77107173,0.020090914
MSTRG.5431|A2M,0.415838142,7.939641587,2.820642465,0.018466604
MSTRG.5779|TUBA1A,0.661439329,5.094722973,2.626983884,0.025674911
MSTRG.11612|TMUB2,-0.472196414,3.674427446,-2.97874467,0.01412041
MSTRG.14061|PIH1D1,-0.27293474,4.198591759,-2.725643248,0.021705583
MSTRG.215|PGD,0.329167831,3.879634321,2.869439525,0.01699708
MSTRG.24160|CAV2,0.642680457,4.415414961,2.69239333,0.022969444
MSTRG.13226|PDE4A,-0.68207892,4.015595831,-2.795652701,0.019268202
MSTRG.22480|RCAN2,0.389308504,6.251416808,2.620412972,0.025963712
MSTRG.26039|PHF2,-0.241382571,5.294770898,-2.577506147,0.027930811
MSTRG.13995|EHD2,0.43427933,5.569607618,2.579756413,0.027824052
MSTRG.24723|ELP3,-0.323932024,4.529276792,-2.639810702,0.025120362
MSTRG.13907|APOC1|APOE|CTB-129P6.7,0.839359747,3.130790892,3.565048467,0.005295888
MSTRG.7631|ATG14,0.269671404,4.691362252,2.608175839,0.026510217
MSTRG.14784|EFEMP1,0.831254737,4.033920475,2.979047373,0.014113171
MSTRG.105|PANK4,-0.278709227,4.551709912,-2.621271351,0.025925801
MSTRG.14359|PXDN,0.75931827,4.316777302,2.708099771,0.022363481
MSTRG.6270|CDK17,0.376068949,3.59544362,3.024258983,0.01307339
MSTRG.6803|POLR1D,-0.358506191,5.066806502,-2.567231023,0.028423494
MSTRG.4510|CFL1,0.428124635,5.862342979,2.574009259,0.028097523
MSTRG.3280|ADIRF-AS1|MMRN2|RP11-96C23.15,0.357965105,5.019245907,2.571502611,0.028217634
MSTRG.16963|AJ006998.2,-0.710758673,3.759888842,-2.784111335,0.019650171
MSTRG.7492|BRMS1L,-0.872822322,3.037407672,-3.516981118,0.005732575
MSTRG.18786|FSTL1,0.776013938,6.23858103,2.586323289,0.027514817
MSTRG.19475|LRCH3,-0.925098429,3.598326459,-3.045325198,0.012615906
MSTRG.64|MXRA8,0.803234662,4.33607909,2.729860825,0.021550338
MSTRG.6203|ATP2B1,-0.335468208,4.778486701,-2.580876142,0.027771081
MSTRG.17654|CBX7|COX5BP7,-0.316455205,5.785291975,-2.559863656,0.028782064
MSTRG.17960|FBLN2,0.435690407,6.423377352,2.583552652,0.027644868
MSTRG.20471|PDLIM3,-0.456963546,10.51999054,-3.005208151,0.013501664
MSTRG.22259|RXRB,-0.242466353,4.928296029,-2.537506436,0.029897931
MSTRG.24120|LAMB1,0.482524843,5.587822368,2.528772192,0.030345437
MSTRG.23604|PPIA,0.471955327,5.664491156,2.529584093,0.03030356
MSTRG.25323|CYCSP23|ENPP2,0.912990135,3.28340085,3.206162617,0.009620914
MSTRG.16262|CSNK2A1,-0.445732556,6.098102616,-2.552059953,0.029166773
MSTRG.15536|FAP,0.901160004,2.780250918,4.043265183,0.002443019
MSTRG.10054|GPT2,-0.656964162,5.867769643,-2.536821417,0.02993279
MSTRG.3263|TSPAN14,0.590668396,4.195783881,2.671852272,0.023786832
MSTRG.11900|SEPT4,0.607488179,2.585005636,3.978866528,0.002706813
MSTRG.8536|B2M,0.54948697,7.337276874,2.634824474,0.025334499
MSTRG.17484|MTMR3,-0.61844589,5.288737784,-2.512459185,0.031199108
MSTRG.7044|SUGT1,0.306127241,4.048793933,2.699703853,0.022685379
MSTRG.14105|NR1H2,-0.275783212,5.213528195,-2.505151439,0.031589204
MSTRG.23594|CAMK2B,-0.309729568,6.792206226,-2.590200866,0.027333831
MSTRG.13482|PGPEP1,-1.246442463,3.891918148,-2.747456106,0.020914617
MSTRG.9751|COQ7,-0.389869049,4.522839282,-2.558419635,0.028852869
MSTRG.7623|LGALS3,0.465842854,5.030047859,2.51911682,0.030847872
MSTRG.13648|FXYD5,0.649370671,2.74481409,3.786273815,0.003689817
MSTRG.594|RBBP4,0.37467477,6.180509933,2.534033927,0.030075058
MSTRG.21831|MAPK9,-0.295190239,5.344725618,-2.497988526,0.031976254
MSTRG.13227|KEAP1,-0.231708362,5.976350277,-2.516955656,0.030961456
MSTRG.6251|VEZT,-0.27915684,5.596479874,-2.500712025,0.031828539
MSTRG.19937|CCNG2,0.668008751,3.228727549,3.195266753,0.009798621
MSTRG.26188|PTPN3,-0.638187298,6.105483368,-2.525316878,0.030524301
MSTRG.14176|ZNF83,0.458915305,3.68503657,2.895955122,0.016248757
MSTRG.3177|PLAU,1.007041064,3.869382138,2.923218428,0.015514111
MSTRG.20281|SMAD1,0.405830493,4.0462445,2.665215004,0.024057124
MSTRG.8015|RP11-371E8.4|TMEM251|UBR7,0.358121966,4.652264264,2.536462117,0.029951091
MSTRG.20055|DDIT4L,0.363442056,7.21486217,2.600369852,0.026864805
MSTRG.1850|TAGLN2,0.443506884,5.485269226,2.488078107,0.032519516
MSTRG.24686|TNFRSF10B,0.457031842,3.652609776,2.93759523,0.015140371
ASPN,1.720188047,3.530218893,3.222284587,0.009364024
MSTRG.17402|GGT5,0.849173805,2.885890538,3.394790958,0.007019189
MXRA5,1.872698917,3.489438295,3.173298731,0.010167229
MSTRG.5135|OAF,1.077791558,3.083840383,3.35013139,0.00756108
MSTRG.21483|PCDHGA1|PCDHGA10|PCDHGA11|PCDHGA12|PCDHGA2|PCDHGA3|PCDHGA4|PCDHGA5|PCDHGA6|PCDHGA7|PCDHGA8|PCDHGA9|PCDHGB1|PCDHGB2|PCDHGB3|PCDHGB4|PCDHGB5|PCDHGB6|PCDHGB7|PCDHGC3|PCDHGC4|PCDHGC5,0.394346646,5.164409704,2.478535353,0.033051245
MSTRG.27085|NHSL2|RP11-262D11.2,0.793656179,2.683694652,3.679913843,0.00438683
MSTRG.914|PODN,0.549590413,4.436161592,2.576702173,0.027969053
MSTRG.26717|STS,0.549998654,3.02928193,3.336327589,0.007737177
MSTRG.2287|CD34,0.446643419,6.264910499,2.499810215,0.031877376
MSTRG.23779|GATSL2,-1.190474839,4.595590361,-2.554735406,0.029034305
MSTRG.14848|SERTAD2,0.337722384,3.713404409,2.773960535,0.01999242
MSTRG.3659|HTRA1,1.119594486,3.834797798,2.899789141,0.01614335
MSTRG.21926|BLOC1S5|BLOC1S5-TXNDC5|EEF1E1|EEF1E1-BLOC1S5|TXNDC5,0.321410477,4.987000687,2.461481511,0.034022977
MSTRG.27287|CAPN6,1.314926538,2.758880891,3.951771598,0.002826599
MSTRG.17116|HLCS,-0.397334564,4.251208367,-2.551542144,0.02919248
MSTRG.9110|ALPK3,-0.549004946,9.090573092,-2.729497282,0.021563676
MSTRG.9108|ZNF592,-0.303355338,5.75635605,-2.45625074,0.034326641
MSTRG.3315|LIPA,0.393959001,3.664575354,2.797294982,0.019214461
MSTRG.4409|PLA2G16,-0.285027106,4.927075888,-2.452050619,0.034572407
MSTRG.7327|MMP14,1.160490375,3.606520733,2.948443296,0.014864426
MSTRG.21258|ALDH7A1,0.368398402,3.535579944,2.878536365,0.016736496
MSTRG.2510|B3GALNT2,-0.416154212,4.528105722,-2.491888395,0.032309574
MSTRG.4538|CD248,0.882497678,3.919113407,2.795841558,0.019262014
MSTRG.17691|EP300|MIR1281,-0.237978015,5.629222581,-2.438345441,0.03538648
MSTRG.11827|TOB1,-0.52487453,6.712382039,-2.496837176,0.032038904
MSTRG.8600|SPPL2A,-0.523564606,6.123947703,-2.455131104,0.034391986
MSTRG.8518|HYPK|SERF2,0.318479265,6.970200097,2.512170274,0.031214439
MSTRG.6874|LHFP,0.555980033,4.707915789,2.46554117,0.033789129
MSTRG.23187|PARK2,-0.286131754,4.594731963,-2.464703074,0.033837275
MSTRG.24889|PRKDC,-0.31314995,5.698808712,-2.431664095,0.035790166
MSTRG.16705|PLTP,1.140058127,3.051352437,3.53667397,0.00554931
MSTRG.2399|RP11-145A3.1,-0.869447892,3.366281542,-3.303484476,0.008173383
MSTRG.4237|ARHGAP1,0.365799501,4.24722206,2.547163057,0.029410786
MSTRG.8516|PDIA3,0.365000691,5.289418051,2.415837938,0.036764557
MSTRG.2488|SIPA1L2,0.494649346,3.371807899,2.924889437,0.015470194
MSTRG.5843|NR4A1,-0.546401249,5.921294135,-2.431709717,0.035787394
MSTRG.5123|MCAM|MIR6756,0.683259883,5.271871163,2.421427285,0.036417484
MSTRG.4919|SESN3,0.867723614,3.910183823,2.715611067,0.022079384
MSTRG.5514|EPS8,0.298492912,4.689336664,2.445105562,0.034982602
MSTRG.6638|TMED2,-0.285630748,5.696621556,-2.419807026,0.036517762
MSTRG.5418|MFAP5,0.451942122,5.13809165,2.431214855,0.035817471
MSTRG.24696|EBF2,0.645241476,3.263029463,3.044419084,0.012635243
MSTRG.3873|HBB|HBD,-0.928450025,5.465774681,-2.423316747,0.036300888
MSTRG.13872|IRGQ|L34079.2|XRCC1,0.294274819,4.804324818,2.427969781,0.03601532
MSTRG.26160|ABCA1,0.369073723,4.921302278,2.419705026,0.036524084
MSTRG.6092|RAP1B,0.312553166,4.405872111,2.486147868,0.032626383
MSTRG.225|RP4-635E18.8|RP4-635E18.9|TARDBP,-0.347453763,5.399233978,-2.401598729,0.037663513
MSTRG.22343|SRSF3,0.295360488,5.364763446,2.400545069,0.037730885
MSTRG.8092|PPP2R5C,0.330531895,5.547481917,2.400020733,0.037764456
MSTRG.27286|CHRDL1,1.03863555,3.185832472,3.051595542,0.012482916
ENSG00000165633,0.47807679,3.26113828,3.033553464,0.012869496
MSTRG.2126|IVNS1ABP,0.414530303,5.400281404,2.393750993,0.038168156
MSTRG.19060|PLSCR4,0.641948274,3.041973923,3.118101533,0.011157473
MSTRG.12302|GAA,-0.335372729,5.031106962,-2.3989558,0.037832729
MSTRG.16056|ACSL3,-0.513403714,5.4178311,-2.39419956,0.038139134
MSTRG.4808|PRCP,0.578677865,3.648299979,2.727172779,0.021649153
MSTRG.2439|OBSCN,-0.367185184,10.6773098,-2.79988108,0.019130142
MSTRG.8934|ISLR,0.683946277,4.246741437,2.626945193,0.025676602
MSTRG.5345|VAMP1,0.878250196,2.848210654,3.244989236,0.009014147
MSTRG.25641|NFIB,0.334984129,4.999000268,2.387078301,0.038602457
MSTRG.21593|SMIM3,0.672442894,2.570592247,3.669911405,0.004459101
MSTRG.21442|PFDN1,-0.314800809,4.678134199,-2.411900551,0.037011002
MSTRG.8|FO538757.2|MIR6859-2,0.331109133,3.453000577,2.788255837,0.019512136
MSTRG.24792|ADGRA2,0.981083584,3.744678249,2.647971092,0.024773804
MSTRG.7734|MIR7855|SPTB,-0.314882219,7.745148306,-2.527887893,0.030391114
MSTRG.22255|HLA-DPA1,0.424011661,4.615365862,2.458073544,0.034220519
MSTRG.23908|GNG11,0.459673538,4.476104616,2.438352169,0.035386076
MSTRG.23373|HDAC9,-0.572066383,2.928561298,-3.179855222,0.010055749
MSTRG.19552|HTT,-0.297960742,5.245941001,-2.371632669,0.039626443
MSTRG.5301|FKBP4,-0.303475189,5.293219894,-2.369221308,0.039788692
ENSG00000204186,-0.321364959,3.691658804,-2.591208394,0.027286999
MSTRG.24186|AASS,-0.568546352,3.147435701,-2.928098776,0.015386202
MSTRG.956|DHCR24,-0.535242856,5.624557141,-2.371670857,0.039623878
MSTRG.457|SH3BGRL3,0.427340443,3.898882476,2.624215309,0.025796201
MSTRG.19083|WWTR1,0.724973061,3.890636559,2.630715874,0.025512315
MSTRG.9755|GDE1,-0.362739264,5.859232294,-2.376499272,0.039300965
MSTRG.17890|ARPC4|ARPC4-TTLL3|TTLL3,0.336092913,5.040418777,2.374154327,0.039457466
MSTRG.18512|SLMAP,-0.423579512,6.229843545,-2.393729259,0.038169563
MSTRG.4923|MTMR2,0.332944819,3.408548819,2.814158517,0.0186713
MSTRG.25416|AC083843.1,-0.465843256,3.124844308,-3.059644281,0.012314302
MSTRG.18514|FLNB,0.459437033,5.49168118,2.358698156,0.040504396
MSTRG.3477|FBXW4,-0.236246831,5.264785677,-2.356080528,0.040684376
MSTRG.2125|TRMT1L,-0.382056476,4.948357561,-2.362651186,0.040234075
MSTRG.2554|ADSS|RP11-518L10.5,0.486196574,2.64600848,3.546319546,0.005461777
MSTRG.8490|KRT8P50|TTBK2,-0.338205256,4.806407159,-2.369859787,0.039745668
MSTRG.20804|PLK2,0.550052523,3.544922547,2.75188979,0.020757423
MSTRG.5190|RPUSD4,-0.466153579,6.073787564,-2.377899803,0.039207784
MSTRG.9660|MIR193BHG,-1.374623762,2.538143277,-3.621852734,0.004824058
MSTRG.11469|LASP1|MIR6779,0.395189357,4.96918894,2.36246362,0.040246861
MSTRG.7502|CLEC14A,0.354737597,4.842334322,2.365535131,0.040037976
MSTRG.19079|TM4SF18,0.554150061,2.900483338,3.048106959,0.012556729
MSTRG.22270|RGL2,-0.227171999,4.967644465,-2.35320285,0.04088314
MSTRG.25663|RPS6,-0.292250465,8.492380335,-2.551737209,0.029182793
MSTRG.4260|MADD,-0.259929647,5.273617369,-2.338274628,0.041929592
MSTRG.12292|LGALS3BP,0.794723465,4.239783389,2.470003163,0.033533935
MSTRG.16320|SLC23A2,0.566877849,2.96032133,3.096066601,0.011579886
MSTRG.7703|HIF1A|RP11-618G20.1|SNAPC1,0.460718184,4.211116722,2.475962327,0.033196081
MSTRG.11986|MED13,-0.299499345,5.820949217,-2.34960851,0.04113274
MSTRG.16064|SERPINE2,0.856529769,2.424002349,3.496554811,0.005929316
ENSG00000109436,0.622668412,2.578861602,3.528943714,0.005620513
MSTRG.4096|LGR4,-0.23152078,4.429947631,-2.386232319,0.038657864
