ensgene,logFC,AveExpr,t,P.Value,adj.P.Val,B,DEgene,Test
MSTRG.6557|TRIAP1,-0.125634555,4.259736876,-0.820402023,0.431472174,0.840637277,-4.677279857,,FALSE
MSTRG.22093|HLA-F-AS1|MICE|RPL23AP1,-0.125661549,0.188699957,-0.378574332,0.713068713,0.94060547,-4.632698953,,FALSE
MSTRG.5924|ITGA7,-0.125704998,7.874145911,-1.072860852,0.309018475,0.780992218,-4.602144589,,FALSE
MSTRG.26336|RALGPS1,-0.125761149,3.460396709,-0.815580652,0.434097462,0.84066789,-4.66013102,,FALSE
MSTRG.17488|HORMAD2-AS1|RP3-394A18.1,-0.125839825,2.63844882,-0.324450733,0.752409818,0.949585505,-4.696371278,,FALSE
MSTRG.6754|MICU2,-0.125900346,5.079627412,-1.188801863,0.262501306,0.76106282,-4.567053964,,FALSE
MSTRG.18775|ADPRH,-0.125946864,1.997403432,-0.289649533,0.77811444,0.958367351,-4.680752434,,FALSE
MSTRG.14239|ZNF865,-0.125970079,4.3447878,-1.08214358,0.305073876,0.780921154,-4.602289981,,FALSE
MSTRG.18416|VPRBP,-0.126043768,4.788693741,-0.903655451,0.387832487,0.822857122,-4.66258972,,FALSE
MSTRG.22499|MUT,-0.126048451,5.153902267,-0.848631458,0.416315731,0.835457979,-4.680897761,,FALSE
MSTRG.14334|ZNF132,-0.126078936,1.605755614,-0.604322782,0.559346699,0.89194508,-4.643249885,,FALSE
MSTRG.26255|MEGF9,-0.126080379,3.549690684,-1.1245983,0.287525943,0.773834301,-4.583842485,,FALSE
MSTRG.19463|NCBP2-AS2,-0.126138203,3.608467237,-0.76461005,0.462501834,0.854233691,-4.673920966,,FALSE
MSTRG.22740|PDSS2,-0.126173612,3.588749705,-0.756971,0.466860591,0.856360143,-4.676347068,,FALSE
MSTRG.3437|CUTC|ENTPD7,-0.126227478,7.375445217,-0.879732283,0.400043925,0.828898035,-4.660468353,,FALSE
MSTRG.7282|OSGEP,-0.126260718,4.063212665,-0.886546448,0.396538634,0.827816213,-4.656601558,,FALSE
MSTRG.6576|ANAPC5,-0.126294605,6.338288293,-1.360956408,0.203973524,0.727492211,-4.502364299,,FALSE
MSTRG.27438|RBMX|SNORD61,-0.126297834,5.882886749,-1.263648974,0.235562106,0.744042011,-4.538981573,,FALSE
ENSG00000276805,-0.126317412,2.715130904,-0.568598825,0.582411346,0.897965415,-4.679876596,,FALSE
MSTRG.16868|YTHDF1,-0.126349889,5.172184298,-1.275941749,0.231361251,0.744042011,-4.534185501,,FALSE
MSTRG.597|S100PBP,-0.126367412,1.154052763,-0.528411694,0.608960387,0.911699298,-4.641121559,,FALSE
MSTRG.21194|TICAM2|TMED7|TMED7-TICAM2,-0.126411492,4.686040888,-1.384320204,0.196942058,0.723038631,-4.493067419,,FALSE
MSTRG.4143|C11orf91|CD59,-0.126502555,5.479865454,-0.898522904,0.390429991,0.824259777,-4.665874881,,FALSE
MSTRG.15123|SNRNP200,-0.126511026,6.795752481,-1.312509649,0.219228261,0.735881988,-4.521764144,,FALSE
MSTRG.650|LSM10,-0.126647947,5.427103539,-0.966968261,0.356796128,0.805340781,-4.644307978,,FALSE
MSTRG.9712|NOMO3,-0.126672015,5.209313077,-1.045223004,0.320993853,0.784976987,-4.618250909,,FALSE
MSTRG.16552|NCOA6|PIGU,-0.126695231,5.142157175,-1.35933157,0.204470307,0.727492211,-4.501587431,,FALSE
MSTRG.19896|MTHFD2L,-0.126742485,2.821635242,-0.58156574,0.57398007,0.896373276,-4.672314538,,FALSE
MSTRG.4023|RRAS2,-0.126758421,4.168107148,-0.670583963,0.517962432,0.877651,-4.710254393,,FALSE
MSTRG.12447|ENOSF1,-0.126866317,4.202239708,-0.586052017,0.571078689,0.894980339,-4.732445184,,FALSE
MSTRG.26511|OLFM1,-0.126952018,3.262226398,-0.28915544,0.778481505,0.958367351,-4.721129574,,FALSE
MSTRG.7846|PTGR2|RP5-1021I20.4|ZNF410,-0.126979893,5.117705876,-0.915711169,0.381779361,0.817835328,-4.660425676,,FALSE
MSTRG.11632|HIGD1B,-0.126999123,1.316464665,-0.542012288,0.599905486,0.906375268,-4.642068132,,FALSE
MSTRG.20747|HCN1,-0.127031509,2.249699533,-0.372291662,0.717592961,0.942051236,-4.687911596,,FALSE
ENSG00000184206,-0.127083238,1.559616027,-0.601285005,0.561287889,0.89211371,-4.644885237,,FALSE
MSTRG.10099|HEATR3,-0.127132474,3.930040706,-0.943589748,0.368039969,0.810254632,-4.639381855,,FALSE
MSTRG.17174|NDUFV3,-0.12719359,6.284949833,-1.081941055,0.305159522,0.78098503,-4.603965412,,FALSE
MSTRG.15790|MARS2,-0.127298123,2.202424666,-0.448926189,0.663239937,0.925021706,-4.670568876,,FALSE
MSTRG.13870|ETHE1,-0.127300797,2.863875094,-0.693400602,0.50414584,0.870642069,-4.662126997,,FALSE
MSTRG.19594|ABLIM2,-0.127342652,6.354758673,-0.887494442,0.39605268,0.827501272,-4.665616061,,FALSE
MSTRG.9523|TIGD7,-0.127358446,2.819034227,-0.846586381,0.417401386,0.835842054,-4.63629107,,FALSE
MSTRG.16249|ING5,-0.127375252,3.482286933,-0.651224365,0.52986183,0.88078922,-4.692029152,,FALSE
MSTRG.5879|ATP5G2|RP11-972K6.1,-0.127637224,6.822549714,-0.870464195,0.404846096,0.832265509,-4.667551833,,FALSE
MSTRG.25408|ST3GAL1,-0.127733554,6.324304682,-0.958311087,0.360930264,0.80684774,-4.643799405,,FALSE
MSTRG.24493|RHEB,-0.127741935,5.557258093,-0.827884854,0.427418859,0.839749762,-4.686804919,,FALSE
MSTRG.1613|ADAMTSL4,-0.127777951,4.617002332,-0.816544942,0.433571541,0.84066789,-4.682554932,,FALSE
MSTRG.8837|MAP2K1,-0.127803273,5.595833417,-1.177182545,0.266897072,0.764045349,-4.57132056,,FALSE
MSTRG.18242|ZDHHC3,-0.127816356,5.21730441,-1.186301852,0.263442182,0.761964249,-4.568024237,,FALSE
MSTRG.3410|ZDHHC16,-0.127843242,3.646341287,-0.9517727,0.364075598,0.807990602,-4.630530185,,FALSE
MSTRG.9076|FAM103A1,-0.127861944,3.362542418,-0.730666234,0.482070651,0.863125802,-4.671983035,,FALSE
MSTRG.26957|PRICKLE3,-0.127864308,2.788641222,-0.939805013,0.369884048,0.810984482,-4.619116517,,FALSE
MSTRG.17663|ATF4,-0.127868395,7.974116098,-1.154805963,0.2755274,0.768598808,-4.576376799,,FALSE
ENSG00000213047,-0.127992012,3.535449816,-0.642227534,0.535446169,0.882556847,-4.696761345,,FALSE
MSTRG.4253|PACSIN3,-0.128102223,7.591600855,-1.072025958,0.309375161,0.780992218,-4.603284048,,FALSE
MSTRG.9464|AC009065.1|RNPS1,-0.128257737,5.841469963,-1.29147813,0.226140313,0.743218199,-4.528373149,,FALSE
MSTRG.21499|KIAA0141,-0.128308119,5.513541512,-1.084044285,0.304270983,0.780418379,-4.604796988,,FALSE
MSTRG.20803|GPBP1,-0.128378777,5.439134125,-1.176734591,0.267067708,0.764045349,-4.57154949,,FALSE
ENSG00000119397,-0.128381973,1.51770004,-0.471326197,0.647715726,0.9224831,-4.652221766,,FALSE
MSTRG.17885|MTMR14,-0.128399761,4.506097063,-1.079633836,0.306136532,0.780992218,-4.604028003,,FALSE
MSTRG.21251|CSNK1G3,-0.128403144,2.832684901,-0.63234738,0.541618209,0.884247989,-4.673898464,,FALSE
MSTRG.12508|PTPRM,-0.128526368,6.418222257,-0.997801676,0.342353338,0.798565566,-4.630835201,,FALSE
MSTRG.15602|OLA1,-0.1285851,5.697570695,-1.223280113,0.249798241,0.753275158,-4.554183622,,FALSE
MSTRG.5444|MAGOHB,-0.128618868,1.351838051,-0.705567153,0.496871294,0.867300571,-4.627782042,,FALSE
MSTRG.29|RP11-206L10.2,-0.128707067,2.810134356,-0.66176908,0.523360588,0.879945957,-4.667827856,,FALSE
MSTRG.1439|TRIM45,-0.128728987,4.37382974,-0.920810515,0.379239301,0.816594336,-4.651333511,,FALSE
MSTRG.9982|PHKG2|RP11-2C24.4|RP11-2C24.9|SRCAP|TMEM265,-0.128762904,6.147970079,-1.343981837,0.209213812,0.730565155,-4.508649753,,FALSE
MSTRG.4350|DAGLA,-0.128796173,1.872542157,-0.647507199,0.532164913,0.881051775,-4.643594535,,FALSE
MSTRG.16288|FASTKD5|UBOX5,-0.128849126,4.977339146,-0.946167795,0.366787641,0.809158815,-4.650289523,,FALSE
MSTRG.3114|DNAJB12,-0.128864735,4.596416546,-1.240913469,0.243496107,0.749584166,-4.547605599,,FALSE
MSTRG.10427|LDHD,-0.128874685,5.689421069,-0.594322524,0.565751243,0.893377743,-4.74524745,,FALSE
MSTRG.3145|ANXA7,-0.12893616,6.761190618,-1.324063316,0.215506421,0.732949304,-4.517443519,,FALSE
MSTRG.23780|WBSCR16,-0.128945199,5.957048836,-0.928698813,0.375333798,0.814070905,-4.654707222,,FALSE
MSTRG.11200|SDF2,-0.128956112,2.804805154,-0.394768463,0.701461263,0.937503552,-4.701353711,,FALSE
MSTRG.25190|HRSP12,-0.128999049,3.542246505,-0.801323712,0.441922927,0.84320471,-4.663968126,,FALSE
MSTRG.574|TMEM39B,-0.129061495,1.958467325,-0.576400217,0.577330733,0.897965415,-4.651151561,,FALSE
MSTRG.16593|LINC00657,-0.129097899,7.749695048,-1.17360422,0.268262561,0.765529478,-4.570431708,,FALSE
MSTRG.14024|MAMSTR,-0.129172605,5.098208508,-0.61526199,0.552387771,0.889011746,-4.740815216,,FALSE
MSTRG.9307|TM2D3,-0.129195209,3.992188828,-1.034471778,0.325746179,0.787765801,-4.613737412,,FALSE
MSTRG.26473|RAPGEF1,-0.129196875,6.909048418,-1.061691127,0.313816554,0.781307266,-4.608335348,,FALSE
MSTRG.24631|VPS37A,-0.129211083,4.952255123,-1.26339456,0.235649704,0.744107999,-4.539036855,,FALSE
MSTRG.15938|LANCL1-AS1,-0.129341722,4.060531744,-0.46244647,0.653849102,0.923921033,-4.751633951,,FALSE
MSTRG.10294|DUS2|NFATC3|RP11-67A1.2|RP11-96D1.10,-0.129371332,5.320504731,-0.73703728,0.478358297,0.861634177,-4.712038863,,FALSE
MSTRG.17961|CHCHD4,-0.129394339,3.802042694,-0.653122889,0.528687809,0.88078922,-4.703454189,,FALSE
MSTRG.18362|KLHDC8B,-0.129423218,4.085148741,-1.0809375,0.305584191,0.780992218,-4.600385327,,FALSE
MSTRG.7315|TOX4,-0.129441279,5.70736693,-0.652496134,0.529075216,0.88078922,-4.731930229,,FALSE
MSTRG.19340|TRA2B,-0.129493614,5.232479343,-1.234359305,0.245823305,0.751197644,-4.550037163,,FALSE
MSTRG.1864|COPA,-0.129517622,6.20016678,-1.290370867,0.226509158,0.743218199,-4.529063316,,FALSE
MSTRG.14230|HSPBP1,-0.129523772,3.89738637,-1.152107806,0.276582795,0.768598808,-4.576746364,,FALSE
MSTRG.23537|EEPD1,-0.129573428,4.143931113,-0.475237772,0.64502267,0.9224831,-4.750750625,,FALSE
MSTRG.11991|TLK2,-0.129607148,4.024572298,-1.280844017,0.229703249,0.744042011,-4.534632578,,FALSE
MSTRG.27272|COL4A5,-0.12962137,3.184608131,-0.562865176,0.58616073,0.898798412,-4.694272797,,FALSE
MSTRG.19322|EIF4G1,-0.129711928,8.374628229,-1.038373295,0.324015509,0.786091924,-4.610826357,,FALSE
MSTRG.17573|MB,-0.129735984,13.16101343,-1.005605351,0.338767497,0.795787686,-4.609965823,,FALSE
ENSG00000163531,-0.129827568,3.318822639,-0.938529415,0.370507068,0.811244674,-4.628512346,,FALSE
MSTRG.21448|ANKHD1|ANKHD1-EIF4EBP3|EIF4EBP3,-0.129845801,6.048799983,-1.15659883,0.274827874,0.768598808,-4.578330225,,FALSE
MSTRG.379|USP48,-0.129956516,4.767306349,-1.310906576,0.219748866,0.735881988,-4.521111558,,FALSE
MSTRG.20218|LARP1B,-0.129987256,3.986578154,-0.911729007,0.383771326,0.819863246,-4.647559632,,FALSE
MSTRG.12637|OSBPL1A|RP11-799B12.4,-0.130123559,6.878424213,-0.972634291,0.354109153,0.804989992,-4.636442366,,FALSE
MSTRG.9559|CDIP1,-0.130131257,4.511610476,-1.269345481,0.233607702,0.744042011,-4.53725275,,FALSE
MSTRG.8949|MPI,-0.130140093,4.549414294,-0.852145554,0.414454743,0.834532437,-4.672048872,,FALSE
MSTRG.16627|RPRD1B,-0.130140882,4.705183161,-0.422813178,0.681550916,0.930160958,-4.774231408,,FALSE
MSTRG.15055|CHMP3|RNF103|RNF103-CHMP3,-0.130166332,7.063469877,-1.05317901,0.317510998,0.782346844,-4.610556749,,FALSE
MSTRG.22368|GLO1,-0.130184583,6.598680885,-1.118979179,0.289802339,0.773834301,-4.590463627,,FALSE
MSTRG.3814|TNNT3,-0.130187014,12.49485066,-1.038952747,0.323759063,0.786066104,-4.603127556,,FALSE
MSTRG.6330|C12orf73,-0.130207425,3.895180978,-0.614012374,0.553180212,0.889790371,-4.715208429,,FALSE
MSTRG.19945|MRPL1,-0.130216455,4.586195325,-0.880242189,0.399780878,0.828898035,-4.667023822,,FALSE
MSTRG.4620|PPFIA1,-0.130270414,4.786246458,-1.059882505,0.314598783,0.78136598,-4.612261331,,FALSE
MSTRG.19509|DGKQ,-0.130287372,1.39542512,-0.428060152,0.677853626,0.928564741,-4.648799566,,FALSE
MSTRG.23795|AC006014.7|POM121C,-0.130395639,4.546929223,-1.280488667,0.229823102,0.744042011,-4.533081037,,FALSE
MSTRG.12057|GNA13,-0.130452812,5.017814515,-1.325512555,0.215043309,0.732949304,-4.515116843,,FALSE
MSTRG.4235|HARBI1,-0.130492154,0.109395293,-0.275478258,0.78866481,0.958702073,-4.63347905,,FALSE
MSTRG.10032|C16orf58,-0.130510974,3.671133227,-0.748842492,0.471527529,0.859070684,-4.676345967,,FALSE
MSTRG.25499|HGH1,-0.130530371,2.442616923,-0.664458517,0.521710059,0.879017241,-4.655639256,,FALSE
MSTRG.2007|PRRC2C,-0.130550841,6.032511009,-1.016823531,0.333661716,0.792901009,-4.626527161,,FALSE
MSTRG.24195|NDUFA5|RP11-390E23.3,-0.130573286,6.9477962,-0.706119245,0.496542734,0.867230469,-4.708309923,,FALSE
MSTRG.14457|ITSN2,-0.130725049,4.363849171,-1.135290276,0.283233084,0.771778634,-4.584319744,,FALSE
MSTRG.5119|DPAGT1,-0.130854386,2.731640797,-0.64100431,0.536208073,0.883021349,-4.666198139,,FALSE
MSTRG.12015|DCAF7,-0.130945464,4.373320005,-0.775612325,0.456270464,0.85103469,-4.693198647,,FALSE
MSTRG.4238|ZNF408,-0.130949646,2.229952431,-0.637355465,0.538484566,0.884034585,-4.648853907,,FALSE
MSTRG.23103|ARMT1,-0.13098497,3.972905364,-0.889340676,0.395107474,0.827184951,-4.654154736,,FALSE
MSTRG.20544|MTRR,-0.131129547,4.933901009,-0.81794362,0.432809466,0.84066789,-4.688795809,,FALSE
MSTRG.20176|GTF2IP12,-0.131231757,1.970005825,-0.644546332,0.534003606,0.881881284,-4.644900079,,FALSE
MSTRG.13701|CTC-454I21.3|ZNF585A|ZNF585B,-0.131273444,3.405021702,-0.965109015,0.357681065,0.805343625,-4.6226258,,FALSE
MSTRG.12|RP4-669L17.10|SEPT14P13,-0.131326456,1.142915016,-0.579041803,0.57561591,0.897172715,-4.637595805,,FALSE
MSTRG.1157|SH3GLB1,-0.131420765,7.214403558,-1.137379234,0.282400259,0.771778634,-4.582926776,,FALSE
ENSG00000188786,-0.13142129,3.461966442,-0.991074805,0.345466883,0.799818907,-4.618924822,,FALSE
MSTRG.16880|LIME1|RP4-583P15.14|RP4-583P15.15|SLC2A4RG|ZGPAT,-0.131423449,5.623469873,-1.076069348,0.307650661,0.780992218,-4.607483299,,FALSE
MSTRG.25572|SLC1A1,-0.131549714,0.873831152,-0.468814916,0.649447527,0.922518024,-4.63952299,,FALSE
MSTRG.16805|NPEPL1|STX16|STX16-NPEPL1,-0.13155164,6.20000631,-0.850148635,0.415511567,0.834987635,-4.677028555,,FALSE
MSTRG.2654|TAF3,-0.131566502,3.114109488,-0.936153624,0.371669451,0.811718006,-4.626595736,,FALSE
MSTRG.4266|PSMC3,-0.131743276,6.253716889,-1.341425979,0.210012546,0.730565155,-4.509688682,,FALSE
ENSG00000158352,-0.131785195,3.713651935,-0.945411889,0.367154516,0.809415302,-4.635326927,,FALSE
MSTRG.18009|OXNAD1,-0.131835581,3.27552782,-0.512691751,0.619513419,0.91431924,-4.704571379,,FALSE
MSTRG.7503|SEC23A,-0.132093746,5.897386954,-1.105017197,0.295519369,0.77651366,-4.596804817,,FALSE
MSTRG.12195|SAP30BP,-0.132208536,4.100679685,-0.969531448,0.355578761,0.805340781,-4.633036061,,FALSE
MSTRG.4065|TSG101|YWHABP2,-0.132212454,5.271132157,-1.047619627,0.319941665,0.784059668,-4.617490269,,FALSE
MSTRG.23677|VKORC1L1,-0.132272261,4.617974845,-0.877297501,0.401301628,0.829741004,-4.669360149,,FALSE
MSTRG.2351|AURKAPS1|RAB3GAP2,-0.132303037,4.360262509,-0.967844943,0.356379412,0.805340781,-4.63862813,,FALSE
MSTRG.1052|SLC35D1,-0.132308624,3.631315336,-0.693187696,0.504273717,0.870642069,-4.690686565,,FALSE
MSTRG.16736|ARFGEF2,-0.132411643,4.811213058,-0.860881858,0.409852931,0.833500578,-4.675689127,,FALSE
ENSG00000114491,-0.132455472,1.810465725,-0.451623815,0.661361261,0.924800072,-4.656657664,,FALSE
MSTRG.12373|NOTUM,-0.132522553,2.168343582,-0.344622056,0.737653104,0.946184224,-4.677448468,,FALSE
MSTRG.14014|TMEM143,-0.132553223,5.928126961,-0.81897385,0.432248716,0.84066789,-4.6872221,,FALSE
MSTRG.12543|VAPA,-0.132564656,6.398460537,-0.973912916,0.353504849,0.804989992,-4.639144152,,FALSE
MSTRG.20238|NAA15,-0.132694713,4.940311718,-0.993384495,0.344395488,0.799424959,-4.634858757,,FALSE
MSTRG.7386|RABGGTA,-0.13272667,3.409478622,-0.797245886,0.444178318,0.845112894,-4.661038463,,FALSE
MSTRG.15513|AC009506.2|BAZ2B,-0.132734579,4.502186826,-1.018950344,0.332700244,0.791953276,-4.624434207,,FALSE
MSTRG.14688|PREPL,-0.132765011,5.480658052,-0.563290978,0.585881841,0.898643045,-4.75239215,,FALSE
MSTRG.23576|COA1,-0.132793804,4.63499088,-1.140025155,0.281348148,0.771705403,-4.583783104,,FALSE
MSTRG.19125|P2RY1,-0.132796345,3.405816831,-0.440842096,0.668884522,0.926402544,-4.735099291,,FALSE
MSTRG.9181|RP11-617F23.1,-0.132880922,5.523060611,-0.870505511,0.4048246,0.832265509,-4.673996926,,FALSE
MSTRG.7870|FCF1,-0.132927824,3.388657569,-0.292077055,0.776311854,0.957682501,-4.726642475,,FALSE
MSTRG.21481|TAF7,-0.133233342,6.480582272,-0.973749219,0.353582173,0.804989992,-4.638693958,,FALSE
MSTRG.24478|FASTK,-0.133271734,6.159117882,-1.038949457,0.323760518,0.786066104,-4.61877561,,FALSE
MSTRG.1880|PPOX,-0.133320676,2.391943271,-0.630603691,0.542711737,0.885021228,-4.65691199,,FALSE
MSTRG.3079|TACR2,-0.133346819,0.221264729,-0.513045112,0.619275188,0.91431924,-4.627279982,,FALSE
MSTRG.22676|PM20D2,-0.133355133,4.878908626,-0.965866192,0.357320482,0.805340781,-4.643277818,,FALSE
MSTRG.7189|METTL21EP,-0.133375279,3.784582854,-0.47492382,0.645238622,0.9224831,-4.735946162,,FALSE
MSTRG.15135|FAHD2B,-0.133435939,3.90889767,-1.270069859,0.233360133,0.744042011,-4.53949204,,FALSE
MSTRG.6015|CDK4,-0.133445407,3.564382392,-1.111186634,0.29298245,0.775925076,-4.586581828,,FALSE
MSTRG.26503|BRD3,-0.13346842,4.039684707,-0.763436678,0.463169633,0.854233691,-4.690439159,,FALSE
MSTRG.20075|RP11-10L12.4,-0.133595689,1.419414151,-0.525483005,0.610919427,0.911845766,-4.646074256,,FALSE
MSTRG.19620|BOD1L1,-0.13362034,4.550489501,-1.169295175,0.269914262,0.766133662,-4.573433304,,FALSE
MSTRG.15388|IMP4,-0.13366368,4.674745092,-1.378572192,0.198652652,0.724153737,-4.495393036,,FALSE
MSTRG.19734|UBE2K,-0.133748261,4.40375976,-0.279009104,0.786031828,0.958367351,-4.779599482,,FALSE
MSTRG.20381|TMEM192,-0.133767071,3.699835927,-1.115647026,0.291158873,0.774806891,-4.587201131,,FALSE
MSTRG.15045|PTCD3,-0.133770942,6.476152885,-0.789469671,0.4485003,0.848097261,-4.691858008,,FALSE
MSTRG.4305|CNTF|ZFP91|ZFP91-CNTF,-0.133772792,6.542945414,-1.047454141,0.320014235,0.784059668,-4.614306978,,FALSE
MSTRG.24374|MRPS33,-0.133838462,5.267659859,-0.994298571,0.343972155,0.799424959,-4.635428237,,FALSE
MSTRG.560|FABP3,-0.133954146,8.587544041,-0.388674046,0.705820281,0.938935614,-4.748464073,,FALSE
MSTRG.10739|ASPA,-0.134008407,4.514870381,-0.734145772,0.480040907,0.861876895,-4.707813534,,FALSE
MSTRG.1388|PPM1J|RHOC|RP11-426L16.10,-0.134052972,5.754228853,-1.06619285,0.311875995,0.781248631,-4.610546719,,FALSE
MSTRG.2266|NUCKS1,-0.134069389,7.563929137,-1.033059978,0.326374151,0.787891551,-4.614968665,,FALSE
MSTRG.8503|ZSCAN29,-0.134079893,3.447577195,-0.716905136,0.490150838,0.864849941,-4.680761992,,FALSE
MSTRG.14577|BIRC6,-0.134262962,5.628494962,-0.939338005,0.370112054,0.811207956,-4.652669529,,FALSE
MSTRG.6249|NDUFA12,-0.134265706,5.923993894,-0.823082816,0.430017075,0.840185199,-4.686556545,,FALSE
MSTRG.10105|BRD7,-0.134282258,5.050716819,-1.239457386,0.244011567,0.749584166,-4.548112107,,FALSE
MSTRG.21097|CAST,-0.13429865,7.490753058,-1.064694505,0.312520867,0.781248631,-4.605658619,,FALSE
MSTRG.17951|RAF1,-0.134394486,7.170320878,-1.062871632,0.313306785,0.781248631,-4.607178644,,FALSE
MSTRG.12017|TACO1,-0.134417386,4.749490609,-0.746171971,0.473067281,0.859669011,-4.706584428,,FALSE
MSTRG.3571|SHOC2,-0.134520594,4.759776003,-1.267124528,0.234368097,0.744042011,-4.537702551,,FALSE
MSTRG.10390|AP1G1,-0.134546066,5.643191487,-1.071658618,0.309532197,0.780992218,-4.608835685,,FALSE
MSTRG.33|RP11-206L10.9,-0.134554629,1.517914432,-0.709835744,0.494334473,0.866130922,-4.63068207,,FALSE
MSTRG.20650|SLC1A3,-0.13463214,2.181527174,-0.68434861,0.509600184,0.874153808,-4.645965931,,FALSE
MSTRG.2418|PSEN2,-0.134755588,4.182045561,-1.242380604,0.242977631,0.749584166,-4.547364935,,FALSE
MSTRG.18787|NDUFB4,-0.134759199,6.231445583,-1.048099596,0.319731259,0.784059668,-4.615377335,,FALSE
MSTRG.13395|WIZ,-0.134974437,4.085531606,-1.130815317,0.28502364,0.771938646,-4.584320506,,FALSE
MSTRG.12746|C18orf25,-0.134979689,4.778985811,-0.829676833,0.426452,0.839577147,-4.684328983,,FALSE
MSTRG.11035|NT5M,-0.135011788,2.900744105,-1.007849256,0.337741593,0.795029989,-4.607609994,,FALSE
MSTRG.10630|CENPBD1,-0.135087093,2.045653527,-0.731412168,0.481635065,0.863037276,-4.63849517,,FALSE
MSTRG.26024|BICD2,-0.1351923,4.682527065,-1.342296745,0.209740136,0.730565155,-4.509295119,,FALSE
MSTRG.9288|ASB7,-0.135208708,2.085285561,-0.760743472,0.464704766,0.855181808,-4.636984035,,FALSE
MSTRG.121|CEP104,-0.135229436,3.975520013,-1.139604516,0.281515202,0.771705403,-4.581400908,,FALSE
MSTRG.732|KCNQ4,-0.135236474,2.782686283,-0.510022534,0.621314459,0.914698343,-4.66908336,,FALSE
MSTRG.11468|RPS20P35,-0.135292188,3.371146907,-0.556110237,0.590594556,0.901302381,-4.702668313,,FALSE
MSTRG.10967|ELAC2,-0.135307759,5.10737885,-0.968739222,0.355954698,0.805340781,-4.643272693,,FALSE
MSTRG.10286|THAP11,-0.135361574,4.397993321,-1.210030919,0.254619813,0.75721002,-4.558663925,,FALSE
MSTRG.5804|GPD1,-0.135373822,8.683357219,-0.949976457,0.36494316,0.807990602,-4.634067354,,FALSE
MSTRG.10785|PSMB6,-0.135438735,5.729352364,-1.513569751,0.16166911,0.702808126,-4.439474305,,FALSE
MSTRG.14791|PAPOLG,-0.135446986,1.961402924,-0.692666159,0.504587051,0.870642069,-4.639847954,,FALSE
MSTRG.25306|EMC2,-0.135464654,4.677848696,-0.917229364,0.381021864,0.817333533,-4.656787086,,FALSE
MSTRG.900|COA7,-0.135514103,4.540951124,-0.67486175,0.515354819,0.8762974,-4.720491717,,FALSE
